id,predicted
917611,0.9078303425774877
329273,0.21739130434782608
133046,0.6491228070175439
960346,0.7559523809523809
386102,0.9786096256684492
113051,1.0
641301,0.06716417910447761
568162,0.581453634085213
766940,0.01639344262295082
423123,0.9714285714285714
743215,0.0
597427,0.9078303425774877
245320,0.9078303425774877
591249,0.9786096256684492
376449,0.021897810218978103
385007,0.9078303425774877
620790,0.9786096256684492
340139,0.9078303425774877
479604,0.75
248779,0.9078303425774877
546215,0.021897810218978103
218241,0.9078303425774877
718252,0.0
750767,0.01639344262295082
633222,0.10256410256410256
152910,0.01639344262295082
894307,0.021897810218978103
552147,0.9078303425774877
401992,0.75
960758,0.7391304347826086
356757,0.1590909090909091
585233,0.9078303425774877
384512,0.01639344262295082
224937,0.23333333333333334
135997,0.6491228070175439
863056,0.8683274021352313
486137,0.9078303425774877
814726,0.9078303425774877
738398,0.9078303425774877
157783,0.09170305676855896
662431,0.021897810218978103
851563,0.9786096256684492
881246,0.3333333333333333
907963,0.01639344262295082
658466,0.9078303425774877
595593,0.45726495726495725
756681,0.0
430155,0.0
568375,0.01639344262295082
265562,0.23333333333333334
722775,0.9078303425774877
245247,0.0
537031,0.9078303425774877
455138,0.6491228070175439
285401,0.09170305676855896
883240,0.10256410256410256
288925,0.45726495726495725
522559,0.8683274021352313
604774,0.7136659436008677
186467,0.7136659436008677
826796,0.21739130434782608
762864,0.6491228070175439
394415,0.21739130434782608
693818,0.06716417910447761
354296,0.7136659436008677
185501,0.9078303425774877
628041,0.581453634085213
612632,0.09170305676855896
822481,0.09170305676855896
195442,0.9078303425774877
478379,0.6491228070175439
447766,0.0
800459,0.7559523809523809
243453,0.0
845503,0.9786096256684492
457495,0.9078303425774877
185147,0.9078303425774877
263388,0.7136659436008677
810029,0.75
875070,0.6491228070175439
722445,0.581453634085213
378060,0.581453634085213
933387,0.21739130434782608
385413,0.6491228070175439
665374,0.6491228070175439
963495,0.7136659436008677
795997,0.9786096256684492
177062,0.9786096256684492
363180,0.3333333333333333
645327,0.7612612612612613
379584,0.23333333333333334
502766,0.9786096256684492
581563,0.9078303425774877
506461,0.01639344262295082
635393,0.9714285714285714
512961,0.581453634085213
282639,0.9078303425774877
273702,0.9714285714285714
483568,1.0
407196,0.9078303425774877
454323,0.9078303425774877
798783,0.21739130434782608
678939,0.7136659436008677
217544,0.01639344262295082
108655,1.0
219334,0.23333333333333334
386698,0.7391304347826086
268125,0.6491228070175439
803466,0.45726495726495725
568413,0.9714285714285714
200954,0.9078303425774877
615299,0.3333333333333333
748185,0.021897810218978103
596207,0.0
844365,0.5425531914893617
613249,0.01639344262295082
346736,0.01639344262295082
502835,0.7391304347826086
476943,0.7136659436008677
801673,0.21739130434782608
689288,0.8683274021352313
265095,0.9078303425774877
310314,0.581453634085213
849684,0.09170305676855896
242545,0.09170305676855896
938807,0.09170305676855896
490619,0.33980582524271846
837309,0.313953488372093
654704,0.581453634085213
949804,0.581453634085213
457708,0.6394230769230769
213789,0.9078303425774877
415496,0.23333333333333334
953593,0.7136659436008677
723141,0.9078303425774877
443756,0.9078303425774877
789095,0.6491228070175439
316478,0.01639344262295082
810763,0.9078303425774877
475575,0.8683274021352313
616853,0.45726495726495725
134368,0.9078303425774877
644559,0.1590909090909091
350403,0.01639344262295082
775564,0.06716417910447761
615061,0.313953488372093
751243,0.9078303425774877
866589,0.021897810218978103
863178,0.6491228070175439
910201,0.9786096256684492
486641,0.0
328944,0.9078303425774877
892311,0.01639344262295082
387831,0.8683274021352313
163742,0.33980582524271846
885224,0.9786096256684492
626718,0.9786096256684492
