id,predicted
329273,-10.714507789973972
133046,12.517280457390193
960346,0.014106191391510592
727148,5.947475745490456
162411,13.606989618661746
549402,55.37658974219348
113051,27.338405369076604
568162,9.202468392200338
743215,31.788074944214106
239662,5.0248898969439715
763984,49.485072944458224
975459,12.327858223283549
729196,-22.002202665971684
803990,43.485789110427284
805679,38.08339167364035
449487,43.52113492450127
177712,-13.005073185544685
652485,5.783272778817258
340139,48.88942795689214
621863,0.47380361626496104
546215,10.347834575581818
218241,7.183852977897197
718252,15.849097875037224
552147,9.749730865654788
409475,14.351479154179614
401992,3.027773322479703
752755,37.13292235700314
341149,9.707411891851578
182029,36.243165705905476
224937,14.64047507493163
135997,23.74392225003299
863056,17.342244013103336
814726,-0.22378539479600335
738398,1.9927716333343652
359096,4.29676023665293
506425,52.44551621853912
881246,-22.439314023339133
440996,-4.601398440201989
798683,44.52372995960335
822315,18.39871841009806
756681,48.51273717497403
987888,14.213569607290687
860961,33.45623968274558
568375,51.0518088801327
537031,4.185020239892999
971568,11.521583595641408
285401,15.511656437693183
883240,46.39485464416328
978876,-5.50605806701171
522559,4.848929452223625
446379,11.819059385412505
879514,13.362553701248412
686303,50.2441358009513
501790,24.00772610597479
169184,22.85386067041773
762864,-19.581015676981956
394415,24.961669036564818
693818,6.013250870210058
357791,36.01747291499149
950901,-1.677337335156829
921363,52.80589912696859
315923,40.830500364603495
216877,-7.902143080324955
691181,3.205454482923568
822481,5.658657560247586
195442,40.21026674392012
531290,21.548219291879988
818439,18.917099384082807
160087,9.035152139910263
126810,43.51546707516532
800459,6.326912044539661
114956,25.885782481095397
725056,14.089801851100223
845503,0.881712903156477
643464,50.741527108667306
263388,50.86407540886318
875070,5.561505576310971
722445,-1.6874223086353162
378060,5.704933567536544
428130,5.991741701023157
665374,12.611839872338106
290306,34.76032464188241
363180,7.05601520303045
667442,48.45370138820008
591096,23.50713881532775
864419,11.292880507106585
379584,50.427595821165625
341237,52.515501794485296
502766,42.49917506518675
848231,49.49330160216057
682708,16.78625298234718
581563,49.195081747570136
433264,10.826378837190124
506461,48.10097688661029
943058,40.94239363491534
635031,23.91500668077457
635393,54.601919042925815
415443,3.6243597989770002
545561,-8.92380577579851
686421,-8.565124856106483
678939,50.192041379042294
217544,14.209928657489193
124195,-9.227274380151968
260064,56.281318675500835
108655,56.086200225498594
936006,18.818037983499956
397498,15.041342041514582
461188,15.741104120587707
268125,9.003563781850037
568413,51.534622591352175
370680,56.713330466676986
187530,53.93861866126175
753433,12.855310823305487
748185,15.930743311888769
121887,11.91157775666335
476943,8.580342611250012
556666,-25.780136503668107
689288,-2.0975297791648275
151097,50.83293095578369
189883,11.126743213157882
387127,43.89156275478681
599575,7.73128719437451
657754,34.042716119485014
836817,42.175724351131585
481934,44.63024661326117
213789,3.643605882042902
653404,47.34031861750447
789095,15.263998274259514
440493,16.815173916012135
616853,11.205621772841514
727562,12.030827224246199
644559,51.08846724589353
324985,48.12640233054256
734985,22.91976025813633
587442,9.689803897563682
460020,3.956828893740654
866589,50.97866431200404
863178,42.09843034979747
122527,11.546531614212952
986251,39.268447192136264
505678,39.931616886811234
638731,25.602163856511567
885224,4.114777363263441
820214,46.9053093046881
727453,56.456102613846035
506388,45.528949637422734
464616,55.681752545932284
630245,-13.042282085429392
401253,3.527958478008085
413477,22.83297952496871
127274,9.12518229642712
656906,0.5882326122325967
163170,0.22286676296809826
850986,3.1766980268482063
471533,51.16384304824723
683305,53.43050774104524
561059,10.567596747154454
616507,2.779629012474184
139198,43.116324001670314
644962,-0.6841346858124355
453948,-16.51988941725047
829887,18.15842651180091
882638,9.459174565158104
